Layer,Raw Precision,BNorm Precision,Raw Recall,BNorm Recall,Raw Time,BNorm Time
1,0.4246376811594203,0.34414225941422594,0.40694444444444444,0.45694444444444443,26.41131124973297,4.009999198913574
2,0.4403409090909091,0.35234215885947046,0.2152777777777778,0.48055555555555557,40.87894996643067,5.6657309293746945
3,0.4485981308411215,0.351460221550856,0.2,0.4847222222222222,42.495934014320376,7.06902756690979
4,0.4583333333333333,0.35208333333333336,0.18333333333333332,0.46944444444444444,42.712546558380126,8.445584325790405
5,0.42402826855123676,0.3476044852191641,0.16666666666666666,0.4736111111111111,42.86263202190399,9.854433526992798
6,0.41836734693877553,0.35564853556485354,0.17083333333333334,0.4722222222222222,42.83512976169586,11.275646085739135
