Iteration,Fold #,Raw Loss,BNorm Loss,Raw Accuracy,BNorm Accuracy,Raw Precision,BNorm Precision,Raw Recall,BNorm Recall
6.0,3.0,0.6530095934867859,0.010802142322063446,0.7142857313156128,0.523809552192688,0.0,0.3333333333333333,0.0,0.6666666666666666
6.0,4.0,0.6530095934867859,0.014274494722485542,0.7142857313156128,0.4523809552192688,0.0,0.23809523809523808,0.0,0.4166666666666667
6.0,5.0,0.6365142464637756,0.00461485655978322,0.6097561120986938,0.6341463327407837,0.0,0.5333333333333333,0.0,0.5
7.0,1.0,0.633722722530365,0.02775709331035614,0.5952380895614624,0.5714285969734192,0.0,0.47368421052631576,0.0,0.5294117647058824
7.0,2.0,0.6563950777053833,0.012040909379720688,0.738095223903656,0.5952380895614624,0.0,0.36363636363636365,0.0,0.7272727272727273
7.0,3.0,0.6530096530914307,0.020993292331695557,0.7142857313156128,0.6904761791229248,0.0,0.47058823529411764,0.0,0.6666666666666666
7.0,4.0,0.6337202787399292,0.009772369638085365,0.5952380895614624,0.5714285969734192,0.0,0.4444444444444444,0.0,0.23529411764705882
7.0,5.0,0.6405701041221619,0.006941918283700943,0.6341463327407837,0.5365853905677795,0.0,0.3333333333333333,0.0,0.26666666666666666
8.0,1.0,0.6378989815711975,0.009587432257831097,0.6190476417541504,0.5476190447807312,0.0,0.42857142857142855,0.0,0.5625
8.0,2.0,0.6419143080711365,0.008317578583955765,0.6428571343421936,0.5952380895614624,0.0,0.42857142857142855,0.0,0.4
8.0,3.0,0.6457714438438416,0.00903396587818861,0.6666666865348816,0.4285714328289032,0.0,0.25,0.0,0.35714285714285715
8.0,4.0,0.6457704305648804,0.00752335274592042,0.6666666865348816,0.4523809552192688,0.0,0.23529411764705882,0.0,0.2857142857142857
8.0,5.0,0.6481804847717285,0.014452237635850906,0.6829268336296082,0.5121951103210449,0.0,0.29411764705882354,0.0,0.38461538461538464
9.0,1.0,0.6530036926269531,0.011002734303474426,0.7142857313156128,0.523809552192688,0.0,0.3181818181818182,0.0,0.5833333333333334
9.0,2.0,0.6248737573623657,0.007829437032341957,0.5476190447807312,0.5476190447807312,0.0,0.5,0.0,0.42105263157894735
9.0,3.0,0.633722722530365,0.011684957891702652,0.5952380895614624,0.5,0.0,0.4090909090909091,0.0,0.5294117647058824
9.0,4.0,0.6457722783088684,0.010164906270802021,0.6666666865348816,0.5714285969734192,0.0,0.375,0.0,0.42857142857142855
9.0,5.0,0.6584516763687134,0.009218460880219936,0.7560975551605225,0.5853658318519592,0.0,0.29411764705882354,0.0,0.5
10.0,1.0,0.6378887295722961,0.005756845697760582,0.6190476417541504,0.6904761791229248,0.0,0.6666666666666666,0.0,0.375
10.0,2.0,0.6530097126960754,0.00992492027580738,0.7142857313156128,0.6666666865348816,0.0,0.42857142857142855,0.0,0.5
10.0,3.0,0.6248825788497925,0.008298075757920742,0.5476190447807312,0.523809552192688,0.0,0.46153846153846156,0.0,0.3157894736842105
10.0,4.0,0.6530097723007202,0.008983082138001919,0.7142857313156128,0.5476190447807312,0.0,0.36,0.0,0.75
10.0,5.0,0.6481878757476807,0.010595934465527534,0.6829268336296082,0.4878048896789551,0.0,0.3333333333333333,0.0,0.6153846153846154
