Layer,Raw Precision,BNorm Precision,Raw Recall,BNorm Recall,Raw Time,BNorm Time
1,0.30201342281879195,0.35073068893528186,0.0625,0.4666666666666667,26.30086630821228,3.9769762849807737
2,0.2781456953642384,0.3715736040609137,0.23333333333333334,0.5083333333333333,40.540431218147276,5.679044823646546
3,0.32,0.36012526096033404,0.022222222222222223,0.4791666666666667,41.68743412494659,7.043552579879761
4,0.0,0.36858638743455496,0.0,0.4888888888888889,42.013109836578366,8.444155011177063
5,0.0,0.3514056224899598,0.0,0.4861111111111111,42.30186507701874,9.845773129463195
6,0.0,0.35185185185185186,0.0,0.475,42.2010479259491,11.28128740310669
